carat,cut,color,clarity,depth,table,price
0.77,Fair,F,VS1,66.8,57.0,3031
0.41,Very Good,F,SI1,63.0,56.0,705
0.7,Premium,I,VVS1,59.1,60.0,2536
0.58,Ideal,F,SI1,60.9,55.0,1569
0.32,Premium,G,VS1,62.1,56.0,828
0.33,Ideal,F,VVS1,61.9,55.0,939
0.55,Ideal,E,SI2,62.0,56.0,1221
0.62,Ideal,G,IF,62.2,54.0,2655
1.04,Premium,E,VVS1,60.9,58.0,11382
1.3,Ideal,G,VVS2,62.0,57.0,11073
0.91,Ideal,D,VS1,62.3,59.0,6652
1.09,Ideal,G,I1,61.0,56.0,3549
0.7,Premium,F,SI1,62.1,58.0,2527
1.57,Premium,I,VS2,62.2,58.0,7755
1.02,Ideal,F,SI2,61.3,56.0,4855
0.5,Ideal,E,VS1,62.5,57.0,1649
1.58,Very Good,H,SI2,62.4,57.0,8620
0.39,Ideal,F,VS1,61.7,56.1,939
1.57,Premium,I,SI2,62.4,58.0,7976
0.71,Ideal,F,VS1,61.0,56.0,3701
0.3,Premium,J,VS1,62.6,58.0,506
0.55,Premium,G,SI1,61.3,59.0,1316
0.32,Ideal,D,VS2,61.5,55.0,808
0.71,Ideal,G,VS1,61.8,55.0,3431
0.33,Premium,E,VS1,61.6,58.0,1002
1.09,Fair,J,VS2,64.6,58.0,3443
0.54,Ideal,F,VS1,60.9,56.0,1937
2.03,Ideal,F,SI2,63.3,55.0,18458
0.51,Ideal,F,IF,62.5,54.0,2730
1.01,Good,E,VS2,63.4,56.0,5954
1.62,Ideal,F,VS1,61.3,56.0,16790
0.34,Ideal,E,SI1,60.4,57.0,723
0.9,Very Good,F,SI1,62.0,59.0,3950
0.9,Good,G,SI1,63.7,56.0,3074
1.06,Very Good,H,SI1,60.2,59.0,4900
1.05,Ideal,F,SI2,62.7,54.0,4866
1.12,Ideal,I,VS2,61.2,54.0,5392
0.45,Premium,D,VVS2,59.8,59.0,1548
0.9,Premium,G,VS2,62.1,59.0,4259
0.4,Premium,F,VS2,61.0,59.0,842
1.21,Premium,H,SI1,61.6,61.0,6505
1.02,Good,H,SI1,63.4,57.0,4796
0.43,Ideal,E,SI1,61.5,56.0,792
0.56,Ideal,D,SI1,60.5,57.0,1723
1.23,Ideal,H,SI2,60.6,56.0,6199
1.5,Premium,G,VS2,62.5,59.0,12196
1.06,Ideal,G,VS1,61.2,56.0,7790
0.3,Very Good,E,VS2,62.6,58.0,658
0.34,Ideal,G,VVS1,61.8,56.0,913
0.7,Very Good,F,VS1,60.5,57.0,2726
0.36,Very Good,E,VS2,62.3,58.0,789
0.3,Ideal,F,VS2,62.9,57.0,776
0.3,Very Good,G,VVS2,62.9,55.0,684
2.09,Ideal,G,VS2,61.8,57.0,17051
1.5,Ideal,G,VS1,61.3,53.9,13820
0.43,Ideal,D,SI1,61.6,56.0,807
0.72,Very Good,G,SI2,63.4,57.0,2001
0.7,Premium,H,SI1,62.7,59.0,2020
0.75,Ideal,J,VS2,62.3,57.0,1923
0.4,Ideal,G,SI2,60.6,56.0,651
1.01,Good,H,I1,64.2,61.0,2846
0.78,Ideal,I,VS1,61.9,56.0,3105
0.9,Premium,F,SI2,60.1,59.0,3704
1.01,Ideal,E,VS1,62.7,55.0,7665
0.36,Ideal,G,VVS1,60.9,57.0,1080
1.05,Ideal,G,VS1,61.5,55.0,7247
0.3,Premium,G,VVS2,62.0,60.0,878
1.29,Premium,I,VS1,61.1,58.0,5664
0.52,Premium,D,VS2,60.9,58.0,1619
0.53,Ideal,G,SI2,62.4,56.0,1093
0.24,Very Good,F,VVS2,61.4,57.0,538
1.02,Premium,H,SI1,62.9,59.0,4884
0.5,Very Good,H,VS2,62.3,56.0,1337
0.41,Premium,F,VS1,62.6,58.0,1076
1.05,Premium,D,SI1,58.6,60.0,5821
1.5,Very Good,F,VS2,61.3,58.0,12526
0.32,Ideal,F,IF,61.3,57.0,929
0.7,Premium,D,SI2,61.8,55.0,2222
2.15,Premium,H,SI2,62.8,58.0,17221
0.32,Very Good,E,VS2,61.6,58.0,594
1.5,Fair,E,SI2,66.3,60.0,10080
0.63,Ideal,F,VVS2,61.2,56.0,3351
1.06,Ideal,G,VS2,61.9,54.0,6890
1.19,Very Good,E,VS2,59.2,60.0,7152
0.4,Ideal,F,VS2,61.0,62.0,867
0.51,Fair,F,VS2,56.3,61.0,1602
0.55,Premium,D,VS1,62.0,58.0,1975
0.62,Good,F,VVS2,59.9,62.0,2131
0.5,Very Good,G,VS1,62.7,59.0,1637
2.29,Premium,H,SI2,62.5,58.0,17666
0.29,Very Good,G,VVS2,61.9,56.0,541
0.3,Ideal,H,VS2,62.3,56.0,491
0.55,Ideal,D,VS2,61.8,54.0,1928
0.31,Good,F,VVS2,63.6,55.0,846
0.4,Ideal,G,VVS1,61.2,56.0,1059
1.03,Good,F,VS2,63.9,59.0,6543
0.56,Very Good,H,SI2,59.5,57.0,1144
1.02,Very Good,E,VS1,60.5,60.0,7738
0.76,Very Good,I,SI1,57.5,62.0,2316
1.5,Good,E,SI1,64.1,58.0,11795
0.9,Premium,H,SI2,59.2,60.0,3326
0.3,Very Good,I,VS2,60.7,56.0,407
0.4,Ideal,E,VVS2,61.7,57.0,988
0.3,Premium,D,SI2,60.2,60.0,447
1.02,Premium,D,SI2,59.5,62.0,4912
0.24,Ideal,G,VS1,61.8,56.0,442
0.37,Premium,F,VS2,61.9,58.0,746
0.32,Good,F,SI2,63.8,55.0,540
0.9,Very Good,G,VS1,62.7,56.0,4780
1.5,Premium,E,SI2,61.0,58.0,9450
1.05,Premium,F,SI2,61.1,59.0,3672
0.34,Premium,H,VS2,61.7,60.0,689
1.32,Ideal,G,VS2,62.4,57.0,8728
0.57,Ideal,H,VS2,61.6,55.0,1558
1.7,Ideal,H,I1,61.3,55.0,6397
1.07,Ideal,D,VS2,62.5,57.0,8202
0.76,Very Good,E,VVS2,60.6,59.0,3833
0.4,Ideal,G,SI1,61.8,57.0,873
0.72,Ideal,E,SI1,61.0,56.0,2976
1.23,Very Good,F,SI2,61.9,58.0,6233
0.3,Ideal,D,SI1,61.0,56.0,709
1.33,Premium,H,SI1,61.1,61.0,7204
1.54,Ideal,H,SI1,61.1,56.0,9562
0.7,Very Good,E,SI2,62.0,59.0,2263
0.57,Very Good,G,VS1,59.3,56.0,1648
0.41,Good,D,SI1,56.5,63.0,758
0.31,Ideal,G,VS2,62.4,55.0,698
1.07,Premium,E,VS1,62.0,60.0,7909
0.3,Very Good,H,VS2,62.7,59.0,473
0.5,Ideal,E,VVS2,61.5,57.0,2236
0.71,Ideal,E,VS2,60.9,56.0,3053
0.58,Good,F,SI1,63.1,57.0,1388
0.38,Ideal,G,VVS2,61.9,55.6,929
0.27,Ideal,G,IF,61.2,57.0,627
0.83,Very Good,D,VS1,61.3,57.2,3984
1.0,Fair,I,I1,64.5,58.0,2035
0.59,Ideal,G,SI1,61.5,57.0,1437
1.01,Premium,G,VS1,62.7,58.0,6221
1.51,Premium,G,VS2,61.4,58.0,12068
0.9,Very Good,E,SI1,62.9,56.0,4286
0.43,Very Good,G,VVS2,60.2,56.0,976
0.3,Ideal,I,VS1,62.0,57.0,457
1.11,Premium,I,SI1,61.9,58.0,3978
0.71,Very Good,G,VS2,63.1,58.0,2515
1.11,Ideal,E,SI2,61.4,58.0,5938
0.52,Ideal,I,VS2,61.9,55.0,1214
1.0,Good,D,SI1,60.4,64.0,5096
1.35,Premium,G,SI2,60.5,60.0,5167
0.87,Ideal,D,SI2,61.4,54.0,4012
1.05,Ideal,F,VVS1,59.0,60.0,12315
1.3,Very Good,G,SI1,61.0,57.0,7985
0.52,Very Good,G,VS1,61.1,58.0,1689
0.5,Very Good,G,SI1,62.1,56.0,1197
2.01,Premium,H,SI2,60.8,59.0,12423
0.54,Ideal,H,VS2,61.9,56.0,1359
0.3,Ideal,H,VS2,62.6,55.0,491
1.25,Ideal,H,SI1,62.2,57.0,6661
0.26,Very Good,F,VS2,62.9,59.0,453
0.74,Good,G,SI1,64.2,59.0,1865
0.35,Ideal,E,VVS1,60.7,55.0,1030
0.4,Very Good,F,VVS2,62.9,55.0,972
1.24,Ideal,G,VS2,62.0,56.0,8797
1.01,Ideal,D,SI1,62.0,55.0,5702
1.0,Premium,H,SI2,59.6,62.0,3640
0.51,Ideal,E,VS1,62.8,57.0,2075
0.32,Ideal,E,VVS2,60.8,56.0,837
1.17,Ideal,G,SI1,60.7,56.0,6419
0.77,Ideal,D,VS2,61.6,55.0,3980
0.91,Ideal,F,SI2,62.0,57.0,4642
1.12,Ideal,H,VS2,61.8,55.0,6110
0.4,Very Good,G,VVS2,58.9,58.0,982
0.84,Premium,E,SI2,59.2,59.0,3086
1.02,Premium,E,VS2,60.0,59.0,7311
1.53,Ideal,G,VVS2,61.0,55.0,15505
1.39,Premium,G,SI1,61.3,59.0,7848
0.87,Very Good,F,SI2,61.0,63.0,2851
1.01,Fair,G,SI1,66.9,56.0,4102
1.12,Premium,G,SI2,61.2,58.0,4084
0.91,Premium,H,VS2,61.9,59.0,4201
0.57,Very Good,I,SI2,62.1,57.0,1000
0.3,Ideal,E,VS1,61.7,57.0,710
1.08,Good,D,SI1,63.8,59.0,5927
1.21,Premium,H,SI1,60.2,58.0,6640
0.46,Ideal,G,SI2,61.1,57.0,807
1.2,Very Good,G,SI1,61.9,58.0,7372
0.33,Ideal,F,IF,62.1,56.0,1389
0.5,Ideal,I,VS2,62.5,55.0,1244
0.74,Premium,G,SI1,58.3,58.0,2131
0.3,Ideal,E,VS2,61.5,55.0,658
0.23,Very Good,E,VVS2,61.4,60.0,505
0.89,Very Good,I,VS2,63.1,55.0,3238
0.45,Ideal,G,VVS1,61.7,56.0,1358
1.13,Ideal,E,I1,62.0,55.0,3729
0.9,Fair,D,SI1,64.5,61.0,3689
0.32,Ideal,D,VS2,61.9,57.0,758
0.32,Very Good,D,SI1,63.3,57.0,756
1.5,Premium,E,SI2,62.7,56.0,8988
0.72,Premium,G,VS2,62.3,59.0,2405
0.54,Very Good,H,SI1,61.0,57.0,1248
0.5,Very Good,D,VS2,59.1,59.0,1703
1.11,Premium,H,SI2,61.5,59.0,4212
0.32,Ideal,F,IF,60.3,58.0,929
0.26,Ideal,I,VS1,61.6,54.0,578
1.01,Very Good,J,SI1,63.0,54.0,4194
1.01,Very Good,E,SI1,63.2,59.0,4830
0.71,Ideal,G,VS1,61.0,57.0,2686
0.38,Ideal,E,VS2,61.9,57.0,751
1.2,Premium,H,SI2,62.2,58.0,5376
1.01,Fair,G,VS2,66.6,55.0,5475
1.28,Ideal,G,SI2,61.4,57.0,5888
2.06,Very Good,F,SI2,61.5,56.0,16603
0.42,Premium,E,SI2,60.1,58.0,838
1.01,Very Good,I,SI1,63.4,55.0,4185
0.59,Ideal,F,VVS1,62.4,56.0,2625
0.4,Ideal,D,VVS2,61.4,56.0,1152
0.33,Ideal,G,VS2,61.7,55.9,604
0.33,Ideal,G,VVS1,62.3,55.0,1040
0.36,Good,D,SI1,63.1,55.0,663
0.72,Premium,G,VS2,62.9,57.0,2795
1.0,Good,F,SI2,62.7,57.0,4081
0.33,Ideal,F,VVS1,61.1,56.0,893
2.01,Premium,H,SI1,61.2,62.0,12829
1.03,Premium,D,VS2,62.9,59.0,7718
0.8,Good,E,VS2,64.5,56.0,3273
0.33,Premium,F,VS2,60.8,58.0,666
1.53,Ideal,G,VS1,62.2,56.0,13994
1.5,Premium,I,SI2,59.5,62.0,7140
0.55,Ideal,F,VS2,61.7,56.0,1692
0.91,Very Good,D,VS2,62.7,59.0,4720
0.6,Ideal,D,SI1,61.4,55.0,2263
0.3,Ideal,H,IF,62.1,57.0,764
0.41,Premium,G,VS2,60.8,59.0,827
0.56,Ideal,I,VVS1,61.1,55.0,1743
0.34,Premium,D,SI1,62.7,59.0,626
0.31,Ideal,I,SI1,61.9,56.0,436
0.27,Very Good,E,VS2,63.0,57.0,470
0.54,Ideal,D,VS2,61.6,55.0,2307
0.7,Ideal,G,VS1,62.7,57.0,2437
0.32,Good,D,VS2,63.6,55.0,657
0.33,Ideal,G,VVS2,62.0,53.5,754
0.77,Premium,F,SI1,60.8,59.0,2856
0.57,Ideal,H,SI1,61.8,57.0,1397
0.4,Very Good,J,VS1,63.4,58.0,810
0.62,Ideal,G,IF,61.8,56.0,3310
1.5,Very Good,E,SI1,59.4,59.0,11325
0.33,Ideal,G,VVS2,61.5,55.0,713
0.42,Ideal,D,VS2,62.7,55.0,938
0.9,Ideal,J,VS2,62.8,55.0,2817
1.58,Ideal,G,SI1,60.7,56.0,11610
0.3,Ideal,H,VS2,62.2,54.0,491
0.32,Ideal,H,VS2,62.0,57.0,648
0.38,Very Good,H,VVS1,60.0,57.0,975
0.33,Ideal,D,VS2,61.8,55.0,692
1.7,Good,I,SI2,63.6,59.0,7464
0.51,Premium,F,SI2,58.9,60.0,1195
0.71,Ideal,H,VS1,61.9,56.0,2909
0.51,Ideal,D,SI1,61.7,55.0,1687
0.59,Very Good,E,VVS2,59.8,57.0,2214
0.31,Ideal,G,SI1,61.7,54.0,446
0.59,Very Good,G,IF,60.9,57.0,2611
0.7,Very Good,F,VS2,60.5,57.0,2400
0.4,Ideal,G,VS1,62.4,57.0,1125
1.08,Ideal,E,VVS2,61.0,56.0,11166
1.59,Premium,G,SI1,62.1,58.0,10996
1.01,Ideal,F,VS1,62.5,54.0,7465
1.04,Ideal,G,VS2,62.6,55.0,6177
1.73,Good,E,SI1,64.2,58.0,14479
0.31,Ideal,E,VVS1,61.8,56.0,924
2.26,Ideal,G,SI2,61.9,57.0,12831
0.3,Premium,F,SI2,62.6,61.0,506
0.78,Ideal,D,VS2,62.2,55.0,3864
0.64,Premium,F,SI1,60.1,60.0,1901
0.51,Good,H,VS1,59.4,61.9,1376
1.32,Premium,H,VVS2,61.3,58.0,6520
0.4,Good,E,VVS2,57.7,62.0,981
0.33,Ideal,H,VVS1,61.5,55.0,730
1.5,Very Good,F,SI1,63.4,58.0,10962
1.0,Very Good,E,SI1,63.7,55.0,5413
1.19,Very Good,H,SI1,60.8,59.0,5595
1.15,Ideal,G,SI1,62.0,55.0,6313
1.14,Very Good,H,SI1,59.2,58.0,4890
0.3,Good,I,SI1,63.3,59.0,394
0.71,Ideal,I,VVS2,62.4,54.0,2308
0.59,Ideal,E,SI1,62.4,55.0,1789
0.34,Very Good,F,VS2,62.3,57.0,686
1.19,Ideal,H,VS2,62.1,59.0,6662
0.33,Ideal,G,VS2,62.5,57.0,743
1.0,Very Good,I,VS2,61.9,59.0,5020
1.01,Ideal,D,SI1,61.2,57.0,5543
0.31,Ideal,H,IF,62.2,54.0,789
0.82,Good,J,SI1,57.4,59.0,2140
0.71,Very Good,G,SI1,61.1,61.0,1942
0.33,Ideal,F,VVS2,61.4,55.0,761
0.35,Very Good,H,VVS1,61.2,60.0,798
0.6,Premium,D,SI2,61.4,56.0,1385
1.01,Ideal,H,SI1,61.8,54.0,5158
1.25,Premium,J,SI2,61.3,58.0,4018
0.51,Ideal,E,VS2,60.1,57.0,1909
0.4,Premium,G,IF,59.8,58.0,1397
1.53,Ideal,F,SI1,62.0,56.0,11229
1.03,Very Good,I,SI1,63.0,55.0,4848
0.37,Premium,F,VS2,59.7,59.0,957
0.56,Premium,F,VS2,59.6,58.0,1654
0.32,Very Good,D,SI1,60.0,56.0,644
0.34,Very Good,F,VVS1,61.0,56.0,939
1.01,Very Good,E,SI2,63.3,58.0,4434
1.06,Ideal,J,VS2,61.4,56.0,5459
0.35,Ideal,F,VS2,62.5,57.0,706
0.75,Ideal,I,VS1,61.1,59.0,2659
0.91,Ideal,E,VVS1,61.7,56.0,9636
0.54,Good,E,SI2,63.9,54.0,1112
0.38,Ideal,J,VS2,62.1,54.0,532
1.02,Premium,H,VS2,61.2,58.0,5217
1.0,Fair,G,SI2,67.8,61.0,2856
1.51,Premium,G,SI2,62.7,57.0,7145
2.31,Premium,I,SI2,62.9,58.0,17218
1.27,Very Good,I,I1,60.2,62.0,3665
1.02,Very Good,I,SI1,62.9,58.0,3927
0.71,Ideal,G,SI2,60.6,57.0,2325
0.28,Very Good,E,VS1,59.0,60.0,452
0.34,Premium,H,VS2,61.9,60.0,689
0.41,Ideal,E,VVS2,62.5,57.0,1013
1.05,Ideal,F,VVS1,61.4,57.0,12273
1.5,Very Good,G,SI1,62.8,57.0,9996
0.34,Ideal,G,IF,61.5,56.0,952
0.7,Good,G,VS2,63.1,55.0,2633
1.07,Ideal,F,SI1,62.3,53.0,6049
0.75,Very Good,J,SI1,61.7,56.0,1859
1.52,Ideal,F,SI2,61.9,57.0,9948
0.37,Ideal,E,VS2,62.0,57.0,811
0.4,Very Good,D,SI1,63.5,55.0,924
0.32,Ideal,E,VS2,60.8,55.0,702
0.37,Premium,E,VS2,60.6,58.0,971
0.79,Very Good,G,SI1,60.6,57.0,2793
0.52,Very Good,F,SI1,61.0,59.0,1326
0.32,Premium,I,SI1,62.7,58.0,432
2.0,Good,J,SI1,64.1,58.0,9193
0.53,Premium,D,VS1,61.3,58.0,2743
0.53,Ideal,H,SI1,62.5,56.0,1236
0.43,Good,F,SI1,63.6,53.0,948
1.51,Good,D,SI2,61.7,65.0,7384
1.34,Ideal,H,VVS1,62.1,56.0,10255
0.65,Ideal,E,SI1,61.8,55.0,1862
0.9,Premium,F,VS2,62.7,54.0,4229
1.5,Fair,G,SI1,56.1,62.0,7300
0.41,Very Good,D,SI2,59.9,60.0,619
0.3,Very Good,G,IF,62.8,57.0,895
0.34,Very Good,D,VS1,59.8,57.0,725
0.36,Premium,G,SI2,59.3,59.0,608
0.91,Good,G,SI2,63.6,56.0,3610
0.32,Ideal,H,IF,61.6,55.0,814
1.23,Premium,F,VVS2,61.6,59.0,11534
0.54,Ideal,F,SI2,60.8,56.0,1235
0.5,Premium,D,VS2,62.8,58.0,1845
0.49,Very Good,G,VS2,60.1,56.0,1198
0.59,Very Good,E,SI2,63.8,57.0,1286
0.9,Premium,H,VS1,62.7,60.0,4234
1.21,Fair,G,SI1,64.6,60.0,6397
2.01,Very Good,H,VS2,63.2,58.0,18507
0.9,Very Good,G,SI1,62.7,59.0,4059
1.03,Premium,D,SI2,62.5,54.0,4764
0.33,Very Good,F,VS1,59.1,60.0,772
0.72,Premium,J,VS2,60.2,59.0,1944
0.73,Premium,F,SI2,61.4,58.0,2197
1.07,Premium,H,SI2,62.2,59.0,4119
0.7,Very Good,F,SI2,63.2,59.0,1792
0.3,Ideal,F,SI1,61.9,57.0,475
1.74,Very Good,H,I1,63.2,55.0,4677
0.3,Ideal,D,VVS1,62.1,56.0,853
0.3,Premium,E,VS2,59.9,59.0,844
0.23,Premium,E,VS2,62.4,60.0,513
0.7,Ideal,D,VS2,61.4,55.0,3360
0.7,Good,H,VS2,63.4,60.0,2394
1.2,Very Good,J,SI1,61.2,55.0,5142
0.51,Very Good,D,SI1,63.2,55.0,1562
0.73,Ideal,F,VS1,61.1,57.0,3140
1.03,Ideal,F,SI1,61.3,56.0,5595
0.32,Premium,F,VVS1,61.3,58.0,990
0.5,Ideal,H,VS2,61.2,56.0,1332
1.11,Premium,H,I1,61.0,59.0,3205
0.94,Good,D,SI2,57.9,61.0,3125
0.37,Premium,F,SI2,60.7,57.0,624
1.07,Ideal,E,VS2,60.0,56.0,7190
0.24,Very Good,D,VVS2,62.4,58.0,552
0.31,Ideal,H,VS2,62.2,55.0,628
0.38,Premium,J,SI1,61.3,59.0,658
0.9,Premium,I,VS2,61.9,58.0,3398
1.1,Very Good,F,SI1,58.9,63.0,5769
0.71,Premium,F,SI1,59.7,60.0,2633
0.24,Very Good,F,VVS1,59.4,60.0,478
0.73,Ideal,J,VS2,62.3,55.0,2101
1.01,Premium,H,SI1,62.3,58.0,5090
0.4,Premium,E,SI1,62.2,58.0,737
0.55,Ideal,I,VVS1,61.6,55.0,1916
1.19,Ideal,I,VS1,61.6,56.0,7328
0.34,Ideal,F,IF,62.3,54.0,985
1.08,Very Good,H,SI1,63.2,58.0,5516
1.54,Ideal,G,VVS1,60.8,57.0,16316
1.53,Very Good,H,VS1,59.5,63.0,10076
1.03,Very Good,G,VS1,61.3,56.1,7511
0.3,Premium,D,SI1,59.7,59.0,709
0.4,Good,I,VS1,63.8,55.0,737
1.0,Very Good,F,SI2,61.9,59.0,3906
0.4,Very Good,D,SI1,63.0,59.0,690
0.39,Very Good,J,VS1,63.1,56.0,790
0.5,Very Good,D,VS2,63.3,54.0,1758
0.56,Ideal,E,SI1,62.3,56.0,1698
0.35,Ideal,E,SI1,61.2,57.0,614
0.61,Good,G,VS2,59.9,61.0,1668
0.32,Ideal,I,VS1,62.0,54.0,523
1.01,Very Good,F,VS2,63.1,60.0,6271
0.7,Very Good,E,SI1,63.5,56.0,2476
0.55,Ideal,E,SI1,60.9,56.0,1556
0.75,Ideal,E,SI2,62.1,57.0,2278
0.75,Ideal,E,VS2,62.0,56.0,3120
1.13,Ideal,E,SI1,62.2,55.0,6563
0.35,Ideal,D,VS2,60.6,56.0,1063
1.08,Ideal,I,VS2,61.8,54.2,5357
0.59,Ideal,D,SI1,62.5,55.0,1820
1.04,Very Good,D,VVS2,58.3,61.0,9254
1.01,Good,E,SI1,60.9,64.0,4853
0.7,Very Good,G,SI1,63.3,57.0,2088
1.01,Ideal,D,SI2,61.6,57.0,5006
0.32,Ideal,F,VS2,62.1,57.0,828
1.53,Ideal,H,SI2,61.2,56.0,9562
0.71,Ideal,D,VVS2,61.6,54.0,4325
0.31,Ideal,D,VVS2,62.4,56.0,766
0.3,Ideal,G,VS1,61.7,57.0,605
0.55,Premium,D,VVS2,58.7,57.0,2331
0.38,Ideal,F,VS1,61.3,56.0,865
0.35,Premium,E,VS2,59.5,58.0,767
0.3,Ideal,G,VS2,62.2,57.0,526
0.9,Premium,I,VS1,61.0,55.0,3720
1.24,Premium,D,VS2,59.3,58.0,9738
1.05,Ideal,E,VVS2,61.3,56.0,9843
0.9,Good,I,IF,63.7,64.0,3669
1.02,Very Good,E,SI1,58.9,58.0,5232
2.0,Premium,J,VS2,61.5,59.0,13552
0.31,Ideal,D,VS2,61.2,55.0,734
0.52,Premium,D,VS2,60.6,56.0,1919
0.55,Ideal,G,VVS2,62.0,57.0,2129
0.91,Very Good,D,SI2,58.3,60.0,3573
0.5,Ideal,H,SI1,62.0,56.0,1178
0.5,Very Good,D,VS2,63.8,56.0,1580
0.27,Very Good,F,VVS2,61.3,57.0,682
0.28,Ideal,H,VS1,62.3,55.0,481
0.5,Ideal,E,VS2,60.8,57.0,1768
0.53,Premium,E,VS2,61.4,55.0,1727
0.51,Ideal,E,VVS1,61.3,56.0,3197
0.76,Ideal,G,VS2,61.5,55.0,3183
0.55,Very Good,D,SI1,60.7,58.0,1692
1.58,Very Good,G,SI2,60.0,53.0,9037
0.76,Very Good,H,VS2,58.7,61.0,2599
1.04,Premium,G,VS2,62.3,54.0,6206
0.58,Ideal,E,VS1,62.2,55.0,2041
0.51,Premium,D,VS2,61.9,58.0,1818
0.7,Ideal,D,VS1,61.7,57.0,3419
0.7,Very Good,H,VS2,62.1,55.0,2106
1.7,Premium,G,SI1,62.1,57.0,13417
1.21,Fair,E,SI2,65.6,59.0,4926
1.02,Ideal,E,SI2,60.3,57.0,4798
0.31,Premium,E,VS1,60.2,58.0,942
1.51,Premium,F,SI1,62.8,59.0,11666
0.3,Ideal,H,VVS1,63.0,56.0,878
1.05,Very Good,E,VS2,61.6,58.0,6803
1.5,Premium,H,SI2,61.4,62.0,7187
1.3,Premium,I,VS1,62.2,59.0,6931
1.14,Good,I,SI1,63.5,56.0,4702
1.06,Ideal,F,VVS2,62.1,57.0,8954
0.58,Ideal,E,VVS2,62.1,56.0,2551
0.81,Good,I,VS1,59.4,56.0,3042
0.7,Good,F,SI1,60.0,62.0,2313
0.32,Premium,H,VVS1,61.4,58.0,730
0.27,Very Good,H,VVS2,61.2,58.0,445
1.2,Ideal,D,VS2,61.4,56.0,9935
1.11,Very Good,J,SI1,63.3,61.0,4084
0.53,Good,D,VS2,58.4,58.0,1625
0.33,Ideal,F,VVS1,62.0,55.0,880
1.13,Fair,F,SI2,64.4,56.0,4176
2.0,Very Good,G,SI2,63.5,57.0,9475
0.32,Very Good,H,SI1,63.4,55.0,591
0.51,Ideal,G,VVS1,60.8,56.0,1839
0.9,Very Good,F,SI2,61.4,62.0,3770
0.54,Ideal,G,VS2,61.0,57.0,1644
1.14,Ideal,F,VVS1,60.1,60.0,11226
1.08,Very Good,G,SI2,62.8,56.0,4685
1.0,Good,G,VS1,64.2,61.0,5863
0.29,Very Good,E,VVS1,59.5,61.0,609
1.5,Premium,I,SI2,62.8,57.0,7715
2.01,Premium,H,SI1,61.7,60.0,18188
0.71,Ideal,F,SI1,62.5,57.0,2262
0.81,Ideal,E,SI2,61.4,57.0,2673
0.8,Premium,J,SI1,60.1,57.0,2227
0.57,Good,E,SI2,58.5,61.0,1214
0.56,Ideal,D,SI1,61.9,56.0,1745
1.21,Good,J,SI2,63.7,55.0,4269
0.61,Good,D,SI2,59.8,62.0,1423
0.41,Ideal,F,IF,62.2,54.0,1151
0.4,Ideal,J,VS2,62.9,57.0,765
0.45,Fair,G,SI1,68.6,57.0,756
0.31,Ideal,D,VS2,59.4,57.0,685
1.0,Premium,D,SI1,62.2,58.0,5723
2.08,Premium,H,VS2,62.0,58.0,17258
0.51,Ideal,F,VVS2,62.4,57.0,2093
1.7,Ideal,I,SI2,60.7,59.0,8743
1.07,Ideal,G,VVS2,62.4,54.0,8393
0.5,Good,D,VS1,64.3,54.0,1795
0.5,Ideal,G,VS1,62.6,57.0,1569
0.56,Fair,H,VS2,52.7,70.0,1293
1.02,Very Good,E,SI1,60.6,59.0,5424
2.16,Ideal,I,VS1,62.7,56.0,18342
0.32,Ideal,G,VVS2,61.4,55.0,730
2.22,Fair,J,I1,66.7,56.0,5607
0.71,Fair,H,VS1,66.4,62.0,2401
0.42,Ideal,H,SI1,62.9,57.0,898
1.02,Premium,G,VS2,62.5,58.0,6416
0.52,Very Good,E,VS1,58.9,64.0,2092
1.01,Ideal,G,VVS1,61.1,56.0,8647
0.5,Very Good,D,VS2,62.9,61.0,1752
2.39,Very Good,J,VS2,62.2,60.0,16791
1.14,Ideal,H,SI1,61.6,57.0,5146
1.01,Very Good,G,VS2,63.2,57.0,5701
0.24,Good,E,VVS1,63.8,56.0,499
0.36,Ideal,G,VVS1,60.9,55.0,1056
0.51,Good,H,SI1,63.4,57.0,1119
2.02,Premium,E,SI2,60.4,57.0,14574
0.92,Ideal,G,VS2,62.0,57.0,5989
0.71,Ideal,H,VVS2,61.5,54.0,2594
0.73,Ideal,G,VVS2,61.9,55.0,2919
0.7,Good,H,VS2,61.4,56.0,2253
0.26,Ideal,E,VVS1,62.0,56.0,769
0.41,Ideal,D,VS1,62.9,57.0,1230
1.0,Premium,G,SI2,59.0,62.0,3998
0.31,Very Good,G,VS2,63.0,54.0,544
0.9,Ideal,H,VVS2,62.0,57.0,4924
1.09,Premium,F,SI1,62.7,58.0,5384
1.22,Premium,F,SI1,62.5,59.0,7059
1.25,Ideal,H,VVS2,60.8,57.0,8789
0.32,Ideal,I,VS2,62.2,57.0,449
0.57,Fair,E,SI1,64.6,59.0,1383
2.0,Premium,G,SI2,62.1,59.0,15897
0.36,Ideal,F,SI1,61.5,57.0,770
0.31,Ideal,I,VVS1,61.3,56.0,557
0.32,Ideal,G,SI1,61.4,56.0,653
0.32,Very Good,G,VVS1,60.9,57.0,676
1.2,Ideal,I,SI1,62.6,58.0,5376
0.3,Ideal,G,VVS1,61.5,55.0,764
0.36,Very Good,D,SI1,62.8,57.0,619
0.34,Premium,I,SI1,61.8,57.0,574
1.03,Ideal,F,SI1,62.8,56.0,5356
